Date,New York Times,CNN,FOX,New York Post,BBC,Washington Post,USA Today,Daily Mail,CNBC,The Guardian
20110208,True,True,True,True,True,True,True,True,True,True
20110209,True,True,True,True,True,True,True,True,True,True
20110210,True,True,True,True,True,True,True,True,True,True
20110211,True,True,True,True,True,True,True,True,True,True
20110212,True,True,True,True,True,True,True,True,True,True
20110213,True,True,True,True,True,True,True,True,True,True
20110214,True,True,True,True,True,True,True,True,True,True
20110215,True,True,True,True,True,True,True,True,True,True
20110216,True,True,True,True,True,True,True,True,True,True
20110217,True,True,True,True,True,True,True,True,True,True
20110218,True,True,True,True,True,True,True,True,True,True
20110219,True,True,True,True,True,True,True,True,True,True
20110220,True,True,True,True,True,True,True,True,True,True
20110221,True,True,True,True,True,True,True,True,True,True
20110222,True,True,True,True,True,True,True,True,True,True
20110223,True,True,True,True,True,True,True,True,True,True
20110224,True,True,True,True,True,True,True,True,True,True
20110225,True,True,True,True,True,True,True,True,True,True
20110226,True,True,True,True,True,True,True,True,True,True
20110227,True,True,True,True,True,True,True,True,True,True
20110228,True,True,True,True,True,True,True,True,True,True
20110301,True,True,True,True,True,True,True,True,True,True
20110302,True,True,True,True,True,True,True,True,True,True
20110303,True,True,True,True,True,True,True,True,True,True
20110304,True,True,True,True,True,True,True,True,True,True
20110305,True,True,True,True,True,True,True,True,True,True
20110306,True,True,True,True,True,True,True,True,True,True
20110307,True,True,True,True,True,True,True,True,True,True
20110308,True,True,True,True,True,False,True,True,True,True
20110309,True,True,True,True,True,False,True,True,True,True
20110310,True,True,True,True,True,True,True,True,True,True
20110311,True,True,True,True,True,True,True,True,True,True
20110312,True,True,True,True,True,True,True,True,True,True
20110313,True,True,True,True,True,True,True,True,True,True
20110314,True,True,True,True,True,True,True,True,True,True
20110315,True,True,True,True,True,True,True,True,True,True
20110316,True,True,True,True,True,True,True,True,True,True
20110317,True,True,True,True,True,True,True,True,True,True
20110318,True,True,True,True,True,True,True,True,True,True
20110319,True,True,True,True,True,True,True,True,True,True
20110320,True,True,True,True,True,True,True,True,True,True
20110321,True,True,True,True,True,True,True,True,True,True
20110322,True,True,True,True,True,True,True,True,True,True
20110323,True,True,True,True,True,True,True,True,True,True
20110324,True,True,True,True,True,True,True,True,True,True
20110325,True,True,True,True,True,True,True,True,True,True
20110326,True,True,True,True,True,True,True,True,True,True
20110327,True,True,True,True,True,True,True,True,True,True
20110328,True,True,True,True,True,True,True,True,True,True
20110329,True,True,True,True,True,True,True,True,True,True
20110330,True,True,True,True,True,True,True,True,True,True
20110331,True,True,True,True,True,True,True,True,True,True
20110401,True,True,True,True,True,True,True,True,True,True
20110402,True,True,True,True,True,True,True,True,True,True
20110403,True,True,True,True,True,True,True,True,True,True
20110404,True,True,True,True,True,True,True,True,True,True
20110405,True,True,True,True,True,True,True,True,True,True
20110406,True,True,True,True,True,True,True,True,True,True
20110407,True,True,True,True,True,True,True,True,True,True
20110408,True,True,True,True,True,True,True,True,True,True
20110409,True,True,True,True,True,True,True,True,True,True
20110410,True,True,True,True,True,True,True,True,True,True
20110411,True,True,True,True,True,True,True,True,True,True
20110412,True,True,True,True,True,True,True,True,True,True
20110413,True,True,True,True,True,True,True,True,True,True
20110414,True,True,True,True,True,True,True,True,True,True
20110415,True,True,True,True,True,True,True,True,True,True
20110416,True,True,True,True,True,True,True,True,True,True
20110417,True,True,True,True,True,True,True,True,True,True
20110418,True,True,True,True,True,True,True,True,True,True
20110419,True,True,True,True,True,True,True,True,True,True
20110420,True,True,True,True,True,True,True,True,True,True
20110421,True,True,True,True,True,True,True,True,True,True
20110422,True,True,True,True,True,True,True,True,True,True
20110423,True,True,True,True,True,True,True,True,True,True
20110424,True,True,True,True,True,True,True,True,True,True
20110425,True,True,True,True,True,True,True,True,True,True
20110426,True,True,True,True,True,True,True,True,True,True
20110427,True,True,True,True,True,True,True,True,True,True
20110428,True,True,True,True,True,True,True,True,True,True
20110429,True,True,True,True,True,True,True,True,True,True
20110430,True,True,True,True,True,True,True,True,True,True
20110501,True,True,True,True,True,True,True,True,True,True
20110502,True,True,True,True,True,True,True,True,True,True
20110503,True,True,True,True,True,True,True,True,True,True
20110504,True,True,True,True,True,True,True,True,True,True
20110505,True,True,True,True,True,True,True,True,True,True
20110506,True,True,True,True,True,True,True,True,True,True
20110507,True,True,True,True,True,True,True,True,True,True
20110508,True,True,True,True,True,True,True,True,True,True
20110509,True,True,True,True,True,True,True,True,True,True
20110510,True,True,True,True,True,True,True,True,True,True
20110511,True,True,True,True,True,True,True,True,True,True
20110512,True,True,True,True,True,True,True,True,True,True
20110513,True,True,True,True,True,True,True,True,True,True
20110514,True,True,True,True,True,True,True,True,True,True
20110515,True,True,True,True,True,True,True,True,True,True
20110516,True,True,True,True,True,True,True,True,True,True
20110517,True,True,True,True,True,True,True,True,True,True
20110518,True,True,True,True,True,True,True,True,True,True
20110519,True,True,True,True,True,True,True,True,True,True
20110520,True,True,True,True,True,True,True,True,True,True
20110521,True,True,True,True,True,True,True,True,True,True
20110522,True,True,True,True,True,True,True,True,True,True
20110523,True,True,True,True,True,True,True,True,True,True
20110524,True,True,True,True,True,True,True,True,True,True
20110525,True,True,True,True,True,True,True,True,True,True
20110526,True,True,True,True,True,True,True,True,True,True
20110527,True,True,True,True,True,True,True,True,True,True
20110528,True,True,True,True,True,True,True,True,True,True
20110529,True,True,True,True,True,True,True,True,True,True
20110530,True,True,True,True,True,True,True,True,True,True
20110531,True,True,True,True,True,True,True,True,True,True
20110601,True,True,True,True,True,True,True,True,True,True
20110602,True,True,True,True,True,True,True,True,True,True
20110603,True,True,True,True,True,True,True,True,True,True
20110604,True,True,True,True,True,True,True,True,True,True
20110605,True,True,True,True,True,True,True,True,True,True
20110606,True,True,True,True,True,True,True,True,True,True
20110607,True,True,True,True,True,True,True,True,True,True
20110608,True,True,True,True,True,True,True,True,True,True
20110609,True,True,True,True,True,True,True,True,True,True
20110610,True,True,True,True,True,True,True,True,True,True
20110611,True,True,True,True,True,True,True,True,True,True
20110612,True,True,True,True,True,True,True,True,True,True
20110613,True,True,True,True,True,True,True,True,True,True
20110614,True,True,True,True,True,True,True,True,True,True
20110615,True,True,True,True,True,True,True,True,True,True
20110616,True,True,True,True,True,True,True,True,True,True
20110617,True,True,True,True,True,True,True,True,True,True
20110618,True,True,True,True,True,True,True,True,True,True
20110619,True,True,True,True,True,True,True,True,True,True
20110620,True,True,True,True,True,True,True,True,True,True
20110621,True,True,True,True,True,True,True,True,True,True
20110622,True,True,True,True,True,True,True,True,True,True
20110623,True,True,True,True,True,True,True,True,True,True
20110624,True,True,True,True,True,True,True,True,True,True
20110625,True,True,True,True,True,True,True,True,True,True
20110626,True,True,True,True,True,True,True,True,True,True
20110627,True,True,True,True,True,True,True,True,True,True
20110628,True,False,True,True,True,True,True,True,True,True
20110629,True,True,True,True,True,True,True,True,True,True
20110630,True,True,True,True,True,True,True,True,True,True
20110701,True,True,True,True,True,True,True,True,True,True
20110702,True,True,True,True,True,True,True,True,True,True
20110703,True,True,True,True,True,True,True,True,True,True
20110704,True,True,True,True,True,True,True,True,True,True
20110705,True,True,True,True,True,True,True,True,True,True
20110706,True,True,True,True,True,True,True,True,True,True
20110707,True,True,True,True,True,True,True,True,True,True
20110708,True,True,True,True,True,True,True,True,True,True
20110709,True,True,True,True,True,True,True,True,True,True
20110710,True,True,True,True,True,True,True,True,True,True
20110711,True,True,True,True,True,True,True,True,True,True
20110712,True,True,True,True,True,True,True,True,True,True
20110713,True,True,True,True,True,True,True,True,True,True
20110714,True,True,True,True,True,True,True,True,True,True
20110715,True,True,True,True,True,True,True,True,True,True
20110716,True,True,True,True,True,True,True,True,True,True
20110717,True,True,True,True,True,True,True,True,True,True
20110718,True,True,True,True,True,True,True,True,True,True
20110719,True,True,True,True,True,True,True,True,True,True
20110720,True,True,False,True,True,True,True,True,True,True
20110721,True,True,True,True,True,True,True,True,True,True
20110722,True,True,True,True,True,True,True,True,True,True
20110723,True,True,True,True,True,True,True,True,True,True
20110724,True,True,True,True,True,True,True,True,True,True
20110725,True,True,True,True,True,True,True,True,True,True
20110726,True,True,True,True,True,True,True,True,True,True
20110727,True,True,True,True,True,True,True,True,True,True
20110728,True,True,True,True,True,True,True,True,True,True
20110729,True,True,True,True,True,True,True,True,True,True
20110730,True,True,True,True,True,True,True,True,True,True
20110731,True,True,True,True,True,True,True,True,True,True
20110801,True,True,True,True,True,True,True,True,True,True
20110802,True,True,True,True,True,True,True,True,True,True
20110803,True,True,True,True,True,True,True,True,True,True
20110804,True,True,True,True,True,True,True,True,True,False
20110805,True,True,True,True,True,True,True,True,True,True
20110806,True,True,True,True,True,True,True,True,True,True
20110807,True,True,True,True,True,True,True,True,True,True
20110808,True,True,True,True,True,True,True,True,True,True
20110809,True,True,True,True,True,True,True,True,True,True
20110810,True,True,True,True,True,True,True,True,True,True
20110811,True,True,True,True,True,True,True,True,True,True
20110812,True,True,True,True,True,True,True,True,True,True
20110813,True,True,True,True,True,True,True,True,True,True
20110814,True,True,True,True,True,True,True,True,True,True
20110815,True,True,True,True,True,True,True,True,False,True
20110816,True,True,True,True,True,True,True,True,True,True
20110817,True,True,True,True,True,True,True,True,True,True
20110818,True,True,True,True,False,True,True,True,True,True
20110819,True,True,True,True,True,True,True,True,True,True
20110820,True,True,True,True,True,True,True,True,True,True
20110821,True,True,True,True,True,True,True,True,True,False
20110822,True,True,True,True,True,True,True,True,True,True
20110823,True,True,True,True,True,True,True,True,True,True
20110824,True,True,True,True,True,True,True,True,True,True
20110825,True,True,True,True,True,True,True,True,True,True
20110826,True,True,True,True,True,True,True,True,True,True
20110827,True,True,True,True,True,True,True,True,True,True
20110828,True,True,True,True,True,True,True,True,True,True
20110829,True,True,True,True,True,True,True,True,True,True
20110830,True,True,True,True,True,True,True,True,True,True
20110831,True,True,True,True,True,True,True,True,True,True
20110901,True,True,True,True,True,True,True,True,True,True
20110902,True,True,True,True,True,True,True,True,True,True
20110903,True,True,True,True,True,True,True,True,True,True
20110904,True,True,True,True,True,True,True,True,True,True
20110905,True,True,True,True,False,True,True,True,True,True
20110906,True,True,True,True,True,True,True,True,True,True
20110907,True,True,True,True,True,True,True,True,True,True
20110908,True,True,True,True,True,True,True,True,True,True
20110909,True,True,True,True,True,True,True,True,True,True
20110910,True,True,True,True,True,True,True,True,True,True
20110911,True,True,True,True,True,True,True,True,True,True
20110912,True,True,True,True,True,True,True,True,True,True
20110913,True,True,True,True,True,True,True,True,True,True
20110914,True,True,True,True,True,True,True,True,True,True
20110915,True,True,True,True,True,False,True,True,True,True
20110916,True,True,True,True,True,True,True,True,True,True
20110917,True,True,True,True,True,True,True,True,True,True
20110918,True,True,True,True,True,True,True,True,True,True
20110919,True,True,True,True,True,True,True,True,True,True
20110920,True,True,True,True,True,True,True,True,True,True
20110921,True,True,True,True,True,True,True,True,True,True
20110922,True,True,True,True,True,True,True,True,True,True
20110923,True,True,True,True,True,True,True,True,True,True
20110924,True,True,True,True,True,True,True,True,True,True
20110925,True,True,True,True,True,True,True,True,True,True
20110926,True,True,True,True,True,True,True,True,True,True
20110927,True,True,True,True,True,True,True,True,True,True
20110928,True,True,True,True,True,True,True,True,True,True
20110929,True,True,True,True,True,True,True,True,True,True
20110930,True,True,True,True,True,True,True,True,True,True
20111001,True,True,True,True,True,True,True,True,True,True
20111002,True,True,True,True,True,True,True,True,True,True
20111003,True,True,True,True,True,True,True,True,True,True
20111004,True,True,True,True,True,True,True,True,True,True
20111005,True,True,True,True,True,True,True,True,True,True
20111006,True,True,True,True,True,True,True,True,True,True
20111007,True,True,True,True,True,True,True,True,True,True
20111008,True,True,True,True,True,True,True,True,True,True
20111009,True,True,True,True,True,True,True,True,True,True
20111010,True,True,True,True,True,True,True,True,True,True
20111011,True,True,True,True,True,True,True,True,True,True
20111012,True,True,True,True,True,True,True,True,True,True
20111013,True,True,True,True,True,True,True,True,True,True
20111014,True,True,True,True,True,True,True,True,True,True
20111015,True,True,True,True,True,True,True,True,True,True
20111016,True,True,True,True,True,True,True,True,True,True
20111017,True,True,True,True,True,True,True,True,True,True
20111018,True,True,True,True,True,True,True,True,True,True
20111019,True,True,True,True,True,True,True,True,True,True
20111020,True,True,True,True,True,True,True,True,True,True
20111021,True,True,True,True,True,True,True,True,True,True
20111022,True,True,True,True,True,True,True,True,True,True
20111023,True,True,True,True,True,True,True,True,True,True
20111024,True,True,True,True,True,True,True,True,True,True
20111025,True,True,True,True,True,True,True,True,True,True
20111026,True,True,True,True,True,True,True,True,True,True
20111027,True,True,True,True,True,True,True,True,True,True
20111028,True,True,True,True,True,True,True,True,True,True
20111029,True,True,True,True,True,True,True,True,True,True
20111030,True,True,True,True,True,True,True,True,True,True
20111031,True,True,True,True,True,True,True,True,True,True
20111101,True,True,True,True,True,True,True,True,True,True
20111102,True,True,True,True,True,True,True,True,True,True
20111103,True,True,True,True,True,True,True,True,True,True
20111104,True,True,True,True,True,True,True,True,True,True
20111105,True,True,True,True,True,True,True,True,True,True
20111106,True,True,True,True,True,True,True,True,True,True
20111107,True,True,True,True,True,True,True,True,True,True
20111108,True,True,True,True,True,True,True,True,True,True
20111109,True,True,True,True,True,True,True,True,True,True
20111110,True,True,True,True,True,True,True,True,True,True
20111111,True,True,True,True,True,True,True,True,True,True
20111112,True,True,True,True,True,True,True,True,True,True
20111113,True,True,True,True,True,True,True,True,True,True
20111114,True,True,True,True,True,True,True,True,True,True
20111115,True,True,True,True,True,True,True,True,True,True
20111116,True,True,True,True,True,True,True,True,True,True
20111117,True,True,True,True,True,True,True,True,True,True
20111118,True,True,True,True,True,True,True,True,True,True
20111119,True,True,True,True,True,True,True,True,True,True
20111120,True,True,True,True,True,True,True,True,True,True
20111121,True,True,True,True,True,True,True,True,True,True
20111122,True,True,True,True,True,True,True,True,True,True
20111123,True,True,True,True,True,True,True,True,True,True
20111124,True,True,True,True,True,True,True,True,True,True
20111125,True,True,True,True,True,True,True,True,True,True
20111126,True,True,True,True,True,True,True,True,True,True
20111127,True,True,True,True,True,True,True,True,True,True
20111128,True,True,True,True,True,True,True,True,True,True
20111129,True,True,True,True,True,True,True,True,True,True
20111130,True,True,True,True,True,True,True,True,True,True
20111201,True,True,True,True,True,True,True,True,True,True
20111202,True,True,True,True,True,True,True,True,True,True
20111203,True,True,True,True,True,True,True,True,True,True
20111204,True,True,True,True,True,True,True,True,True,True
20111205,True,True,True,True,True,True,True,True,True,True
20111206,True,True,True,True,True,True,True,True,True,True
20111207,True,True,True,True,True,True,True,True,True,True
20111208,True,True,True,True,True,True,True,True,True,True
20111209,True,True,True,True,True,True,True,True,True,True
20111210,True,True,True,True,True,True,True,True,True,True
20111211,True,True,True,True,True,True,True,True,True,True
20111212,True,True,True,True,True,True,True,True,True,True
20111213,True,True,True,True,True,True,True,True,True,True
20111214,True,True,True,True,True,True,True,True,True,True
20111215,True,True,True,True,True,True,True,True,True,True
20111216,True,True,True,True,True,True,True,True,True,True
20111217,True,True,True,True,True,True,True,True,True,True
20111218,True,True,True,True,True,True,True,True,True,True
20111219,True,True,True,True,True,True,True,True,True,True
20111220,True,True,True,True,True,True,True,True,True,True
20111221,True,True,True,True,True,True,True,True,True,True
20111222,True,True,True,True,True,True,True,True,True,True
20111223,True,True,True,True,True,True,True,True,True,True
20111224,True,True,True,True,True,True,True,True,True,True
20111225,True,True,True,True,True,True,True,True,True,True
20111226,True,True,True,True,True,True,True,True,True,True
20111227,True,True,True,True,True,True,True,True,True,True
20111228,True,True,True,True,True,True,True,True,True,True
20111229,True,True,True,True,True,True,True,True,True,True
20111230,True,True,True,True,True,True,True,True,True,True
20111231,True,True,True,True,True,True,True,True,True,True
20120101,True,True,True,True,True,True,True,True,True,True
20120102,True,True,True,True,True,True,True,True,True,True
20120103,True,False,True,True,True,True,True,True,True,True
20120104,True,True,True,True,True,True,False,True,True,True
20120105,True,True,True,True,True,True,True,True,True,True
20120106,True,True,True,True,True,True,True,True,True,True
20120107,True,True,True,True,True,True,True,True,True,True
20120108,True,True,True,True,True,True,True,True,True,True
20120109,True,True,True,True,True,True,True,True,True,True
20120110,True,True,True,True,True,True,True,True,True,True
20120111,True,True,True,True,True,True,True,True,True,True
20120112,True,True,True,True,True,True,True,True,True,True
20120113,True,True,True,True,True,True,False,True,True,True
20120114,True,True,True,True,True,True,True,True,True,True
20120115,True,True,True,True,True,True,True,True,True,True
20120116,True,True,True,True,True,True,True,True,True,True
20120117,True,True,True,True,True,True,True,True,True,True
20120118,True,True,True,True,True,True,True,True,True,True
20120119,False,True,True,True,True,True,True,True,True,True
20120120,True,True,True,True,True,True,True,True,True,True
20120121,True,True,True,True,True,True,True,True,True,True
20120122,True,True,True,True,True,True,True,True,True,True
20120123,True,True,True,True,True,True,True,True,True,True
20120124,True,True,True,True,True,True,True,True,True,True
20120125,True,True,True,True,True,True,True,True,True,True
20120126,True,True,True,True,True,True,True,True,True,True
20120127,True,True,True,True,True,True,True,True,True,True
20120128,True,True,True,True,True,True,True,True,True,True
20120129,True,True,True,True,True,True,True,True,True,True
20120130,True,True,True,True,True,True,True,True,True,True
20120131,True,True,True,True,True,True,True,True,True,True
20120201,True,True,True,True,True,True,True,True,True,True
20120202,True,True,True,True,True,True,True,True,True,True
20120203,True,False,True,True,True,True,True,True,True,True
20120204,True,True,True,True,True,True,True,True,True,True
20120205,True,True,True,True,True,True,True,True,True,True
20120206,True,True,True,True,True,True,True,True,True,True
20120207,True,False,True,True,True,True,True,True,True,True
20120208,True,True,True,True,True,True,True,True,True,True
20120209,True,True,True,True,True,True,True,True,True,True
20120210,True,True,True,True,True,True,True,True,True,True
20120211,True,True,True,True,True,True,True,True,True,True
20120212,True,True,True,True,True,True,True,True,True,True
20120213,True,True,True,True,True,True,True,True,True,True
20120214,True,True,True,True,True,True,True,True,True,True
20120215,True,False,True,True,True,True,True,True,True,True
20120216,True,True,True,True,True,True,True,True,True,True
20120217,True,True,True,True,True,True,True,True,True,True
20120218,True,True,True,True,True,True,True,True,True,True
20120219,True,True,True,True,True,True,True,True,True,True
20120220,True,True,True,True,True,True,True,True,True,True
20120221,True,True,True,True,True,True,False,True,True,True
20120222,True,True,True,True,True,True,True,True,True,True
20120223,True,True,True,True,True,True,True,True,True,True
20120224,True,True,True,True,True,True,True,True,True,True
20120225,True,True,True,True,True,True,True,True,True,True
20120226,True,False,True,True,True,True,True,True,True,True
20120227,True,True,True,True,True,True,True,True,True,True
20120228,True,True,True,True,True,True,True,True,True,True
20120229,True,True,True,True,True,True,True,True,True,True
20120301,True,True,True,True,True,True,True,True,True,True
20120302,True,True,True,True,True,True,True,True,True,True
20120303,True,True,True,True,True,True,True,True,True,True
20120304,True,True,True,True,True,True,True,True,True,True
20120305,True,True,True,True,True,True,True,True,True,True
20120306,True,True,True,True,True,True,True,True,True,True
20120307,True,True,True,True,True,True,True,True,True,True
20120308,True,True,True,True,True,True,True,True,True,True
20120309,True,True,True,True,True,True,True,True,True,True
20120310,True,True,True,True,True,True,True,True,True,True
20120311,True,True,True,True,True,True,True,True,True,True
20120312,True,True,True,True,True,True,True,True,True,True
20120313,True,True,True,True,True,True,True,True,True,True
20120314,True,True,True,True,True,True,True,True,True,True
20120315,True,True,True,True,True,True,True,True,True,True
20120316,True,True,True,True,True,True,True,True,True,True
20120317,True,True,True,True,True,True,True,True,True,True
20120318,True,True,True,True,True,True,True,True,True,True
20120319,True,True,True,True,True,True,True,True,True,True
20120320,True,True,True,True,True,True,True,True,True,True
20120321,True,True,True,True,True,True,True,True,True,True
20120322,True,True,True,True,True,True,True,True,True,True
20120323,True,True,True,True,True,True,True,True,True,True
20120324,True,True,True,True,False,True,True,True,True,True
20120325,True,True,True,True,True,True,True,True,True,True
20120326,True,True,True,True,True,True,True,True,True,True
20120327,True,True,True,True,True,True,True,True,True,True
20120328,True,True,True,True,True,True,True,True,True,True
20120329,True,True,True,True,True,True,True,True,True,True
20120330,True,True,True,True,True,True,True,True,True,True
20120331,True,True,True,True,True,True,True,True,True,True
20120401,True,True,True,True,True,True,True,True,True,True
20120402,True,True,True,True,True,True,True,True,True,True
20120403,True,True,True,True,True,True,True,True,True,True
20120404,True,True,True,True,True,True,True,True,True,True
20120405,True,True,True,True,True,True,True,True,True,True
20120406,True,True,True,True,True,True,True,True,True,True
20120407,True,True,True,True,True,True,True,True,True,True
20120408,True,True,True,True,True,True,False,True,True,True
20120409,True,True,True,True,True,True,True,True,True,True
20120410,True,True,True,True,True,True,True,True,True,True
20120411,True,True,True,True,True,True,True,True,True,True
20120412,True,True,True,True,True,True,True,True,True,True
20120413,True,True,True,True,True,True,True,True,True,True
20120414,True,True,True,True,True,True,True,True,True,True
20120415,True,True,True,True,True,True,True,True,True,True
20120416,True,True,True,True,True,True,True,True,True,True
20120417,True,True,True,True,False,True,True,True,True,True
20120418,True,True,True,True,True,True,True,True,True,True
20120419,True,True,True,True,True,True,True,True,True,True
20120420,True,True,True,True,True,True,True,True,True,True
20120421,True,True,True,True,True,True,True,True,True,True
20120422,True,True,True,True,True,True,True,True,True,True
20120423,True,True,True,True,True,True,True,True,True,True
20120424,False,True,True,True,True,True,True,True,True,True
20120425,True,True,True,True,True,True,True,True,True,True
20120426,True,True,True,True,True,True,True,True,True,True
20120427,True,True,True,True,False,True,True,True,True,True
20120428,True,True,True,True,True,True,True,True,True,True
20120429,True,True,True,True,True,True,True,True,True,True
20120430,True,True,True,False,True,True,True,True,True,True
20120501,True,True,True,False,True,True,True,True,True,True
20120502,True,True,True,True,True,True,True,True,True,True
20120503,True,True,True,True,True,True,True,True,True,True
20120504,True,True,True,True,True,True,True,True,True,True
20120505,True,True,True,True,True,True,True,True,True,True
20120506,True,True,True,True,True,True,True,True,True,True
20120507,True,True,True,True,True,True,True,True,True,True
20120508,True,True,True,True,True,True,True,True,True,True
20120509,True,True,True,True,True,True,True,True,True,True
20120510,True,True,True,True,True,True,True,True,True,True
20120511,True,True,True,True,True,True,True,True,True,True
20120512,True,True,True,True,True,True,True,True,True,True
20120513,True,True,True,True,True,True,True,True,True,True
20120514,True,True,True,True,True,True,True,True,True,True
20120515,True,True,True,True,True,True,True,True,True,True
20120516,True,True,True,True,True,True,True,True,True,True
20120517,True,True,True,True,True,True,True,True,True,True
20120518,True,False,True,True,True,True,True,True,True,True
20120519,True,True,True,True,True,True,True,True,True,True
20120520,True,True,True,True,True,True,True,True,True,True
20120521,True,True,True,True,True,True,True,True,True,True
20120522,True,True,True,True,True,True,True,True,True,True
20120523,True,True,True,True,True,True,True,True,True,True
20120524,True,True,True,True,True,True,True,True,True,True
20120525,True,True,False,True,True,True,True,True,True,True
20120526,True,True,True,True,True,True,True,True,True,True
20120527,True,True,True,True,True,True,True,True,True,True
20120528,True,True,True,True,True,True,True,True,True,True
20120529,True,True,True,True,True,True,True,True,True,True
20120530,True,True,True,True,True,True,True,True,True,True
20120531,True,True,True,True,False,True,True,True,True,True
20120601,True,True,True,True,True,True,True,True,True,True
20120602,True,True,True,True,True,True,True,True,True,True
20120603,True,True,True,True,True,True,True,True,True,True
20120604,True,True,True,True,True,True,True,True,True,True
20120605,True,True,True,True,True,True,False,True,True,True
20120606,True,True,True,True,True,True,True,True,True,True
20120607,True,True,True,True,True,True,True,True,True,True
20120608,True,True,True,True,True,True,True,True,True,True
20120609,True,True,True,True,True,True,True,True,True,True
20120610,True,True,True,True,True,True,True,True,True,True
20120611,True,True,True,True,True,True,True,True,True,True
20120612,True,True,True,True,True,True,True,True,True,True
20120613,True,True,True,True,True,True,True,True,True,True
20120614,True,True,True,True,True,True,True,True,True,True
20120615,True,True,True,True,True,True,True,True,True,True
20120616,True,True,True,True,True,True,True,True,True,True
20120617,True,True,True,True,True,True,True,True,True,True
20120618,True,True,True,True,True,True,True,True,True,True
20120619,True,True,True,True,True,True,True,True,True,True
20120620,True,True,True,True,True,True,True,True,True,True
20120621,True,True,True,True,True,True,True,True,True,True
20120622,True,True,True,True,True,True,True,True,True,True
20120623,True,True,True,True,True,True,True,True,True,True
20120624,True,True,True,True,True,True,True,True,True,True
20120625,True,True,True,True,True,True,True,True,True,True
20120626,True,True,True,True,True,True,True,True,True,True
20120627,True,True,True,True,True,True,True,True,True,True
20120628,True,True,True,True,True,True,True,True,True,True
20120629,True,True,False,True,True,True,True,True,True,True
20120630,True,True,True,True,True,True,True,True,True,True
20120701,True,True,True,True,True,True,True,True,True,True
20120702,True,True,True,True,True,True,True,True,True,True
20120703,True,True,True,True,True,True,True,True,True,True
20120704,True,True,True,True,True,True,True,True,True,True
20120705,True,True,True,True,True,True,True,True,True,True
20120706,True,True,True,True,True,True,True,True,True,True
20120707,True,True,True,True,True,True,True,True,True,True
20120708,True,True,True,True,True,True,True,True,True,True
20120709,True,True,True,True,True,True,True,True,True,True
20120710,True,True,True,True,True,True,True,True,True,True
20120711,True,True,True,True,True,True,True,True,True,True
20120712,True,True,True,True,True,True,True,True,True,True
20120713,True,True,True,True,True,True,True,True,True,True
20120714,True,True,True,True,True,True,True,True,True,True
20120715,True,True,True,True,True,True,True,True,True,True
20120716,True,True,True,True,True,True,True,True,True,True
20120717,True,True,True,True,True,True,True,True,True,True
20120718,True,True,True,True,True,True,True,True,False,True
20120719,True,True,True,True,True,True,True,True,True,True
20120720,True,True,True,True,True,True,True,True,True,True
20120721,True,True,True,True,True,True,True,True,True,True
20120722,True,True,True,True,True,True,True,True,True,True
20120723,True,True,True,True,True,True,True,True,True,True
20120724,True,True,True,True,True,True,True,True,True,True
20120725,True,True,True,True,True,True,True,True,True,True
20120726,True,True,True,True,True,True,True,True,True,True
20120727,True,True,True,True,True,True,True,True,True,True
20120728,True,True,True,True,True,True,True,True,True,True
20120729,True,True,True,True,True,True,True,True,True,True
20120730,True,True,True,True,True,True,True,True,True,True
20120731,True,True,True,True,True,True,True,True,True,True
20120801,True,True,True,True,True,True,True,True,True,True
20120802,True,True,True,True,True,True,True,True,True,True
20120803,True,True,True,True,True,True,True,True,True,True
20120804,True,True,True,True,True,True,True,True,True,True
20120805,True,True,True,True,True,True,True,True,True,True
20120806,True,True,True,True,True,True,True,True,True,True
20120807,True,True,True,True,True,True,True,True,True,True
20120808,True,True,True,True,True,True,True,True,True,True
20120809,True,True,True,True,True,True,True,True,True,True
20120810,True,True,True,True,True,True,True,True,True,True
20120811,True,True,True,True,True,True,True,True,True,True
20120812,True,True,True,False,True,True,True,True,True,True
20120813,True,True,True,True,True,True,True,True,True,True
20120814,True,True,True,True,True,True,True,True,True,True
20120815,True,True,True,True,True,True,True,True,True,True
20120816,True,True,True,True,True,True,True,True,True,True
20120817,True,True,True,True,True,True,True,True,True,True
20120818,True,True,True,True,True,True,True,True,True,True
20120819,True,True,True,False,True,True,True,True,True,True
20120820,True,True,True,True,True,True,True,True,True,True
20120821,True,True,True,True,True,True,True,True,True,True
20120822,True,True,True,True,True,True,True,True,True,True
20120823,True,True,True,True,True,True,True,True,True,True
20120824,True,True,True,True,True,True,True,True,True,True
20120825,True,True,True,True,True,True,True,True,True,True
20120826,True,True,True,True,True,True,True,True,True,True
20120827,True,True,True,True,True,True,True,True,True,False
20120828,True,True,True,True,True,True,True,True,True,False
20120829,True,True,True,True,True,True,True,True,True,True
20120830,True,True,True,True,True,True,True,True,True,True
20120831,True,True,True,True,True,True,True,True,True,True
20120901,True,True,True,True,True,True,True,True,True,True
20120902,True,True,True,True,True,True,True,True,True,True
20120903,True,True,True,True,True,True,True,True,True,True
20120904,True,True,True,True,True,True,True,True,True,True
20120905,True,True,True,True,True,True,True,False,True,True
20120906,True,True,True,True,True,True,True,True,True,True
20120907,True,True,True,True,True,True,True,True,True,True
20120908,True,True,True,True,True,True,True,True,True,True
20120909,True,True,True,True,True,True,True,True,True,True
20120910,True,True,True,True,True,True,True,True,True,True
